"Applicant","Edu_Parent1","Edu_Parent2","Sex","White","Asian","HSGPA","SAT_ACT","College","Admitted","Enrolled","College_GPA"
9453,6,6,"M",0,1,3.35,1490,"Arts & Letters",0,0,NA
9454,6,6,"F",0,1,4.11,1540,"Business & Economics",0,0,NA
9455,7,3,"F",0,1,3.05,1350,"Arts & Letters",0,0,NA
9456,5,7,"M",1,0,3.84,1170,"Business & Economics",0,0,NA
9457,3,3,"M",1,0,3.82,1050,"Math & Science",0,0,NA
9458,7,6,"F",1,0,3.25,1030,"Business & Economics",0,0,NA
9459,7,7,"F",0,1,3.82,1420,"Arts & Letters",0,0,NA
9460,6,7,"F",1,0,2.65,950,"Business & Economics",0,0,NA
9461,5,5,"F",0,0,3.75,1170,"Arts & Letters",0,0,NA
9462,6,7,"M",1,0,3.1,1240,"Business & Economics",0,0,NA
9463,6,6,"F",1,0,4.13,1210,"Arts & Letters",1,0,NA
9464,6,6,"F",1,0,3.95,1340,"Arts & Letters",1,1,3.407
9465,7,3,"M",1,0,3.75,1160,"Arts & Letters",0,1,2.653
9466,7,6,"M",1,0,3.61,1120,"Math & Science",0,0,NA
9467,7,7,"M",0,0,3.96,1100,"Arts & Letters",0,0,NA
9468,6,6,"M",1,0,3.27,1130,"Arts & Letters",0,0,NA
9469,6,5,"M",1,0,3.05,1130,"Business & Economics",0,0,NA
9470,3,1,"F",0,1,2.96,810,"Arts & Letters",0,0,NA
9471,6,4,"F",1,0,3.7,1020,"Arts & Letters",0,0,NA
9472,2,6,"M",0,1,4,1420,"Business & Economics",1,0,NA
9473,7,5,"M",1,0,4.19,1330,"Business & Economics",1,1,3.738
9474,6,6,"M",0,0,3.96,1420,"Business & Economics",1,0,NA
9475,7,7,"M",1,0,3.6,1340,"Business & Economics",0,0,NA
9476,4,4,"F",1,0,3.62,1010,"Arts & Letters",0,0,NA
9477,3,6,"F",1,0,3.5,1000,"Math & Science",0,0,NA
9478,7,6,"F",1,0,3.5,1230,"Arts & Letters",0,0,NA
9479,4,3,"F",0,1,3.15,1110,"Arts & Letters",0,0,NA
9480,3,4,"F",0,1,3.41,1190,"Business & Economics",0,0,NA
9481,4,4,"M",1,0,3.75,1160,"Business & Economics",0,0,NA
9482,6,7,"F",1,0,3.44,1190,"Math & Science",0,0,NA
9483,7,7,"M",0,0,2.95,1230,"Business & Economics",0,0,NA
9484,3,5,"F",1,0,3.9,1220,"Math & Science",0,0,NA
9485,7,6,"F",1,0,4.04,1380,"Business & Economics",1,0,NA
9486,6,5,"F",1,0,2.68,1050,"Arts & Letters",0,0,NA
9487,6,6,"F",1,0,4.05,1130,"Math & Science",0,0,NA
9488,6,4,"M",0,1,3.59,1050,"Arts & Letters",0,0,NA
9489,7,4,"F",1,0,3.22,1270,"Business & Economics",0,0,NA
9490,6,7,"F",1,0,3.52,1160,"Arts & Letters",0,0,NA
9491,6,6,"F",1,0,3.1,1110,"Arts & Letters",0,0,NA
9492,3,3,"F",0,1,3.26,1050,"Arts & Letters",0,0,NA
9493,4,6,"F",1,0,3.35,1310,"Arts & Letters",1,1,2.447
9494,6,6,"M",1,0,3.38,1120,"Business & Economics",0,0,NA
9495,6,6,"F",0,1,3.86,1410,"Math & Science",1,0,NA
9496,7,6,"F",0,1,3.91,1370,"Arts & Letters",1,0,NA
9497,6,6,"F",1,0,4.12,1330,"Math & Science",0,0,NA
9498,6,6,"F",1,0,3.64,1230,"Arts & Letters",0,0,NA
9499,7,6,"M",0,1,3.64,1460,"Math & Science",1,0,NA
9500,7,6,"F",0,1,3.58,1230,"Arts & Letters",0,0,NA
9501,7,6,"M",1,0,3.14,1190,"Business & Economics",0,0,NA
9502,6,6,"M",1,0,3,1050,"Math & Science",0,0,NA
9503,7,7,"F",0,1,3.91,1450,"Arts & Letters",1,0,NA
9504,4,6,"F",1,0,4.15,1460,"Math & Science",1,0,NA
9505,7,6,"F",0,1,3.54,1170,"Math & Science",0,0,NA
9506,6,5,"M",0,0,3.62,1190,"Arts & Letters",0,0,NA
9507,4,7,"M",1,0,3.11,1040,"Math & Science",0,0,NA
9508,7,6,"M",0,1,3.86,1240,"Math & Science",0,0,NA
9509,6,3,"F",0,1,2.75,860,"Math & Science",0,0,NA
9510,7,6,"F",0,1,3.48,1230,"Arts & Letters",0,0,NA
9511,6,5,"M",1,0,3.23,1200,"Arts & Letters",0,0,NA
9512,7,5,"M",1,0,3.82,1220,"Business & Economics",0,0,NA
9513,4,3,"F",0,1,3.54,1030,"Math & Science",1,0,NA
9514,3,4,"F",0,0,4.19,1360,"Arts & Letters",1,0,NA
9515,6,6,"F",1,0,3.58,1290,"Arts & Letters",0,0,NA
9516,7,7,"F",0,0,3.4,1110,"Arts & Letters",0,0,NA
9517,7,6,"M",1,0,3.8,1070,"Math & Science",0,0,NA
9518,3,3,"M",0,0,3.3,960,"Arts & Letters",0,0,NA
9519,6,6,"F",0,1,3.73,1170,"Math & Science",0,0,NA
9520,7,6,"M",0,1,3.27,1310,"Arts & Letters",0,0,NA
9521,5,6,"F",1,0,3.25,880,"Arts & Letters",0,0,NA
9522,7,7,"M",1,0,3.42,1410,"Arts & Letters",0,0,NA
9523,4,2,"M",1,0,3.14,1160,"Arts & Letters",0,0,NA
9524,6,4,"M",1,0,4.09,1390,"Arts & Letters",1,0,NA
9525,1,1,"M",0,1,3.29,1060,"Math & Science",0,0,NA
9526,4,4,"F",1,0,4,1100,"Arts & Letters",0,0,NA
9527,1,1,"F",0,0,2.85,910,"Math & Science",0,0,NA
9528,7,6,"F",1,0,3.86,1340,"Arts & Letters",0,0,NA
9529,3,5,"M",0,0,3.4,1170,"Math & Science",0,0,NA
9530,7,6,"F",1,0,3.48,910,"Arts & Letters",0,0,NA
9531,6,6,"F",0,1,3.9,1170,"Math & Science",0,0,NA
9532,7,7,"F",0,1,4.12,1390,"Math & Science",1,0,NA
9533,3,6,"F",0,0,2.74,690,"Arts & Letters",0,0,NA
9534,3,6,"F",1,0,3.2,980,"Arts & Letters",0,0,NA
9535,1,1,"M",0,0,3.35,750,"Arts & Letters",1,0,NA
9536,1,3,"F",0,0,3.33,970,"Arts & Letters",1,0,NA
9537,6,6,"M",1,0,3.62,1160,"Math & Science",0,0,NA
9538,5,7,"F",1,0,3.38,1160,"Math & Science",0,0,NA
9539,7,6,"M",1,0,4,1190,"Arts & Letters",1,0,NA
9540,3,4,"M",0,0,3.63,920,"Math & Science",0,0,NA
9541,2,2,"M",0,0,2.85,690,"Math & Science",0,0,NA
9542,2,2,"M",0,0,3.68,1420,"Math & Science",1,0,NA
9543,3,3,"M",0,1,4.1,1000,"Math & Science",0,0,NA
9544,7,4,"M",1,0,3.71,1240,"Business & Economics",0,0,NA
9545,3,3,"M",1,0,3.95,1110,"Business & Economics",0,0,NA
9546,4,4,"F",1,0,3.77,1230,"Arts & Letters",1,0,NA
9547,7,5,"F",1,0,3.5,1230,"Math & Science",0,0,NA
9548,1,1,"F",0,0,3.15,330,"Arts & Letters",0,0,NA
9549,4,4,"M",1,0,4.08,1380,"Arts & Letters",1,1,4
9550,3,4,"F",0,0,3.45,1060,"Arts & Letters",0,0,NA
9551,7,6,"F",0,0,3.35,1200,"Arts & Letters",0,0,NA
9552,5,6,"F",1,0,3.05,1080,"Arts & Letters",0,0,NA
9553,3,3,"M",1,0,3.65,1190,"Business & Economics",0,0,NA
9554,6,6,"F",1,0,4.23,1270,"Math & Science",1,0,NA
9555,4,6,"M",0,0,3.21,1150,"Business & Economics",0,0,NA
9556,6,4,"F",1,0,2.6,870,"Arts & Letters",0,0,NA
9557,7,7,"M",1,0,3.95,1500,"Business & Economics",1,0,NA
9558,4,6,"M",0,0,2.67,920,"Business & Economics",0,0,NA
9559,2,3,"M",0,0,2.59,1100,"Business & Economics",0,0,NA
9560,3,3,"M",0,1,3.32,860,"Arts & Letters",0,0,NA
9561,6,7,"M",1,0,3.68,1450,"Business & Economics",1,0,NA
9562,6,6,"F",1,0,3.75,1040,"Arts & Letters",0,0,NA
9563,4,4,"M",1,0,3.5,1100,"Math & Science",0,0,NA
9564,4,6,"F",1,0,4.07,1200,"Business & Economics",1,0,NA
9565,6,5,"F",0,0,4.28,1250,"Math & Science",1,0,NA
9566,3,4,"F",1,0,2.91,1090,"Math & Science",0,1,2.719
9567,4,7,"F",0,0,3.68,920,"Arts & Letters",0,0,NA
9568,7,6,"M",0,0,3.73,1210,"Arts & Letters",0,0,NA
9569,4,4,"F",1,0,3.53,1260,"Math & Science",0,0,NA
9570,6,4,"F",1,0,2.76,970,"Arts & Letters",0,0,NA
9571,1,2,"F",0,0,3.5,970,"Math & Science",0,0,NA
9572,3,3,"M",0,0,2.82,890,"Arts & Letters",0,0,NA
9573,6,7,"F",1,0,3.91,1210,"Math & Science",0,0,NA
9574,5,3,"M",1,0,3.75,1120,"Business & Economics",0,0,NA
9575,3,3,"F",0,1,3.25,1160,"Math & Science",1,1,1.372
9576,4,3,"M",0,1,3.53,1250,"Math & Science",0,0,NA
9577,5,6,"F",0,0,3.4,1040,"Math & Science",0,0,NA
9578,3,6,"M",0,0,3.25,1120,"Math & Science",1,1,1.855
9579,4,7,"M",1,0,2.79,1090,"Math & Science",0,0,NA
9580,6,6,"F",0,1,3.82,1280,"Math & Science",0,0,NA
9581,3,3,"F",0,1,4,1050,"Math & Science",1,0,NA
9582,7,6,"F",0,1,3.16,1200,"Math & Science",0,0,NA
9583,6,6,"M",1,0,3.95,1350,"Business & Economics",1,0,NA
9584,3,4,"M",1,0,3.42,1070,"Arts & Letters",0,0,NA
9585,7,6,"F",1,0,3.93,1110,"Math & Science",0,0,NA
9586,3,6,"F",1,0,3.39,1020,"Arts & Letters",0,0,NA
9587,6,6,"F",0,1,4.04,1470,"Math & Science",1,0,NA
9588,3,4,"M",0,1,3.7,1080,"Business & Economics",1,0,NA
9589,6,7,"F",1,0,3.9,1160,"Math & Science",0,1,2.799
9590,7,7,"M",1,0,4.08,1380,"Math & Science",1,0,NA
9591,3,3,"F",0,0,4,1010,"Math & Science",0,0,NA
9592,7,6,"M",0,1,3.09,1360,"Math & Science",0,0,NA
9593,2,1,"F",0,0,4.12,1120,"Arts & Letters",0,0,NA
9594,1,1,"F",0,0,3.95,1040,"Arts & Letters",0,0,NA
9595,6,6,"M",0,0,2.96,1100,"Math & Science",0,0,NA
9596,4,1,"M",0,0,2.41,910,"Arts & Letters",0,0,NA
9597,6,6,"F",0,0,4.23,1390,"Math & Science",1,0,NA
9598,4,2,"F",0,0,3.88,1020,"Arts & Letters",0,0,NA
9599,3,2,"F",0,1,4.08,920,"Arts & Letters",1,0,NA
9600,2,4,"F",0,0,2.77,960,"Arts & Letters",0,0,NA
9601,7,6,"F",1,0,3.8,1220,"Math & Science",1,1,2.925
9602,3,3,"F",0,1,3.41,910,"Arts & Letters",0,0,NA
9603,6,5,"M",1,0,3.67,1210,"Business & Economics",1,1,2.878
9604,2,6,"M",0,1,4.27,1360,"Business & Economics",1,0,NA
9605,3,3,"F",1,0,2.32,990,"Arts & Letters",0,0,NA
9606,3,3,"M",1,0,3.5,1230,"Math & Science",0,0,NA
9607,6,6,"F",1,0,3.18,1160,"Arts & Letters",0,0,NA
9608,3,2,"F",0,0,3.91,1260,"Math & Science",1,1,2.58
9609,6,6,"F",1,0,3.41,1110,"Math & Science",0,0,NA
9610,3,7,"F",1,0,4,1190,"Arts & Letters",1,0,NA
9611,4,6,"M",0,0,2.8,910,"Business & Economics",0,0,NA
9612,7,5,"F",1,0,3.24,1000,"Arts & Letters",0,0,NA
9613,6,7,"F",0,1,3.7,1090,"Arts & Letters",0,0,NA
9614,7,6,"F",0,0,3.22,980,"Arts & Letters",0,0,NA
9615,4,6,"F",0,0,2.91,790,"Arts & Letters",0,0,NA
9616,7,3,"M",1,0,3.76,1390,"Math & Science",1,1,2.845
9617,6,6,"F",1,0,4.15,1060,"Math & Science",0,0,NA
9618,7,6,"M",0,1,3.64,1260,"Business & Economics",0,0,NA
9619,5,3,"F",0,1,3.68,1250,"Math & Science",0,0,NA
9620,5,3,"F",0,0,3.64,1240,"Arts & Letters",1,1,2.93
9621,6,3,"M",0,0,3.85,1270,"Math & Science",0,0,NA
9622,7,5,"M",1,0,3.85,1440,"Business & Economics",1,0,NA
9623,6,7,"F",0,1,3.62,1150,"Math & Science",1,0,NA
9624,6,6,"M",1,0,3.72,1090,"Business & Economics",0,0,NA
9625,7,6,"F",0,0,3.38,1340,"Arts & Letters",1,0,NA
9626,6,5,"F",0,0,3.38,970,"Business & Economics",0,0,NA
9627,7,6,"M",1,0,4.24,1220,"Business & Economics",1,1,3.403
9628,6,6,"M",1,0,3.67,1320,"Arts & Letters",0,0,NA
9629,3,6,"F",1,0,2.9,950,"Arts & Letters",0,0,NA
9630,1,1,"F",0,0,2.82,910,"Arts & Letters",0,0,NA
9631,4,3,"F",0,0,2.85,1210,"Math & Science",0,0,NA
9632,6,6,"F",1,0,3.92,1380,"Arts & Letters",0,0,NA
9633,6,6,"M",1,0,3.04,1140,"Business & Economics",0,0,NA
9634,6,6,"F",0,1,3.92,1190,"Arts & Letters",0,0,NA
9635,7,6,"F",1,0,4.25,1310,"Math & Science",0,0,NA
9636,5,5,"F",0,0,3.5,980,"Arts & Letters",0,0,NA
9637,7,6,"M",1,0,3.4,950,"Math & Science",0,0,NA
9638,3,4,"F",0,1,3.36,1190,"Arts & Letters",0,0,NA
9639,7,6,"F",0,1,3.32,1340,"Math & Science",0,0,NA
9640,4,4,"M",1,0,3,1170,"Math & Science",0,0,NA
9641,7,7,"M",1,0,2.55,1100,"Arts & Letters",0,0,NA
9642,6,4,"M",1,0,3.48,1180,"Business & Economics",0,0,NA
9643,6,7,"F",0,0,3.75,1120,"Arts & Letters",0,0,NA
9644,7,7,"F",1,0,4.25,1550,"Business & Economics",1,0,NA
9645,6,6,"M",0,1,2.68,860,"Math & Science",0,0,NA
9646,6,5,"F",0,1,3.41,1260,"Arts & Letters",0,0,NA
9647,6,4,"F",0,1,3.1,960,"Arts & Letters",0,0,NA
9648,3,4,"M",0,1,3.41,1300,"Arts & Letters",1,0,NA
9649,2,3,"M",0,0,2.67,670,"Arts & Letters",0,0,NA
9650,6,5,"F",1,0,3.5,1190,"Arts & Letters",0,0,NA
9651,7,7,"M",1,0,4.31,1470,"Business & Economics",1,0,NA
9652,3,6,"F",0,0,4.12,990,"Business & Economics",0,0,NA
9653,7,7,"F",1,0,3.58,1210,"Math & Science",0,0,NA
9654,6,7,"M",0,1,3.25,1110,"Math & Science",0,0,NA
9655,6,7,"F",1,0,3.84,1340,"Arts & Letters",0,0,NA
9656,2,2,"F",0,0,4.19,1040,"Arts & Letters",0,0,NA
9657,6,5,"F",0,0,2.9,940,"Math & Science",0,0,NA
9658,7,7,"M",0,0,2.88,910,"Arts & Letters",0,0,NA
9659,6,6,"M",0,1,2.7,1030,"Arts & Letters",0,0,NA
9660,7,7,"M",0,1,4.1,1460,"Arts & Letters",1,0,NA
9661,2,6,"F",0,0,3.92,930,"Math & Science",0,0,NA
9662,2,5,"F",1,0,3.82,1040,"Math & Science",0,0,NA
9663,7,7,"M",1,0,3.91,1090,"Business & Economics",0,0,NA
9664,4,2,"F",0,0,3.35,1100,"Arts & Letters",0,0,NA
9665,7,7,"F",1,0,2.76,1200,"Arts & Letters",0,0,NA
9666,1,1,"F",0,0,3.05,990,"Math & Science",0,0,NA
9667,3,3,"M",1,0,3.7,870,"Business & Economics",0,0,NA
9668,7,7,"F",1,0,4.36,1430,"Math & Science",1,0,NA
9669,7,7,"M",0,1,3.75,1470,"Math & Science",1,0,NA
9670,4,7,"M",1,0,3.88,1470,"Math & Science",1,0,NA
9671,4,4,"M",0,0,3.39,1220,"Business & Economics",0,0,NA
9672,4,6,"F",1,0,4.14,1450,"Business & Economics",1,0,NA
9673,7,7,"M",1,0,3.96,1410,"Arts & Letters",1,0,NA
9674,6,6,"M",0,1,3.45,1040,"Arts & Letters",1,0,NA
9675,4,6,"F",1,0,3.67,1060,"Arts & Letters",0,0,NA
9676,2,2,"M",0,1,3.56,1030,"Arts & Letters",1,0,NA
9677,3,4,"M",1,0,3.46,1310,"Math & Science",0,0,NA
9678,2,2,"M",0,0,3.25,1200,"Math & Science",1,1,2.522
9679,6,6,"F",1,0,3.35,1210,"Arts & Letters",0,0,NA
9680,3,3,"M",0,0,3.14,710,"Math & Science",0,0,NA
9681,7,6,"F",1,0,3.82,1250,"Arts & Letters",1,0,NA
9682,4,4,"F",1,0,4,1260,"Math & Science",1,0,NA
9683,7,7,"F",1,0,4.09,1190,"Math & Science",0,0,NA
9684,6,7,"F",1,0,3.6,1310,"Arts & Letters",0,0,NA
9685,4,7,"F",1,0,2.83,900,"Arts & Letters",0,0,NA
9686,2,4,"F",0,0,3.86,1090,"Business & Economics",0,0,NA
9687,6,3,"F",0,0,3.32,1150,"Arts & Letters",0,0,NA
9688,6,6,"F",1,0,3.29,1290,"Business & Economics",0,0,NA
9689,7,7,"M",0,1,3.58,1600,"Math & Science",0,0,NA
9690,4,6,"F",0,1,3.65,990,"Arts & Letters",0,0,NA
9691,7,5,"F",0,1,3.74,1110,"Math & Science",0,0,NA
9692,7,6,"F",1,0,4.11,1190,"Math & Science",1,0,NA
9693,2,3,"F",0,0,2.48,1040,"Math & Science",0,0,NA
9694,6,6,"F",1,0,4.17,1180,"Math & Science",1,0,NA
9695,6,6,"M",0,1,3.62,1280,"Arts & Letters",1,0,NA
9696,3,6,"F",0,0,4.2,1150,"Arts & Letters",0,0,NA
9697,1,1,"F",0,1,3.4,920,"Math & Science",1,0,NA
9698,3,7,"F",1,0,3.45,1080,"Arts & Letters",0,0,NA
9699,2,2,"M",0,1,4.04,1270,"Math & Science",1,0,NA
9700,3,4,"F",1,0,3.74,1220,"Arts & Letters",0,0,NA
9701,7,6,"M",1,0,3.5,1390,"Arts & Letters",1,1,3.759
9702,1,1,"F",0,1,4.23,1190,"Arts & Letters",1,0,NA
9703,7,6,"M",0,0,4.08,1030,"Arts & Letters",0,0,NA
9704,7,5,"M",0,0,3.73,1320,"Arts & Letters",1,1,2.968
9705,3,4,"F",0,0,3.39,860,"Arts & Letters",0,0,NA
9706,1,1,"F",0,0,3.05,1020,"Arts & Letters",0,0,NA
9707,4,5,"F",1,0,3.23,1050,"Math & Science",0,0,NA
9708,7,3,"M",0,0,2.77,990,"Math & Science",0,0,NA
9709,6,4,"F",1,0,3.53,1210,"Business & Economics",0,0,NA
9710,1,1,"F",0,0,3.48,840,"Arts & Letters",0,0,NA
9711,2,6,"F",0,0,3.33,1020,"Math & Science",0,0,NA
9712,1,1,"F",0,0,2.7,870,"Arts & Letters",0,0,NA
9713,5,6,"M",1,0,3.1,1040,"Math & Science",0,0,NA
9714,3,3,"M",0,0,3.39,1150,"Math & Science",1,0,NA
9715,2,7,"F",1,0,3.91,1440,"Arts & Letters",1,0,NA
9716,6,6,"F",1,0,3.54,1230,"Arts & Letters",0,0,NA
9717,6,5,"F",1,0,3.1,1270,"Math & Science",0,1,2.796
9718,3,5,"F",0,1,3.77,1060,"Arts & Letters",0,0,NA
9719,6,6,"F",1,0,3.12,1120,"Business & Economics",0,0,NA
9720,3,3,"F",1,0,3.73,1090,"Arts & Letters",1,1,3.036
9721,7,6,"M",1,0,3.35,1200,"Math & Science",0,0,NA
9722,4,4,"M",0,0,2.73,980,"Math & Science",0,0,NA
9723,4,3,"M",1,0,2.53,1130,"Arts & Letters",0,0,NA
9724,4,7,"M",1,0,3.8,1150,"Math & Science",0,0,NA
9725,7,5,"M",1,0,3.17,1270,"Arts & Letters",0,0,NA
9726,1,1,"F",0,1,3.85,1150,"Math & Science",1,1,2.84
9727,7,6,"F",1,0,3.41,1190,"Business & Economics",0,0,NA
9728,6,3,"F",0,0,3.61,1260,"Arts & Letters",0,0,NA
9729,1,2,"F",0,1,3,850,"Arts & Letters",0,0,NA
9730,7,7,"M",1,0,3.5,860,"Arts & Letters",0,0,NA
9731,6,4,"F",1,0,3.35,1310,"Arts & Letters",0,0,NA
9732,7,7,"F",1,0,4.16,1490,"Business & Economics",1,0,NA
9733,3,3,"F",1,0,3.06,1180,"Math & Science",0,0,NA
9734,2,4,"M",1,0,4.24,1150,"Math & Science",0,0,NA
9735,6,5,"M",1,0,4,1100,"Business & Economics",1,1,3.02
9736,3,3,"M",1,0,4,1090,"Arts & Letters",0,0,NA
9737,7,7,"F",1,0,3.85,1250,"Arts & Letters",0,0,NA
9738,7,4,"F",0,1,3.95,1310,"Math & Science",0,0,NA
9739,1,1,"M",0,0,3.15,940,"Arts & Letters",0,0,NA
9740,6,7,"M",1,0,3.21,1270,"Arts & Letters",0,0,NA
9741,3,4,"F",0,0,2.83,900,"Math & Science",0,0,NA
9742,7,7,"F",1,0,4.2,1340,"Math & Science",1,0,NA
9743,1,2,"F",0,0,3.25,910,"Arts & Letters",0,0,NA
9744,6,3,"F",1,0,3.88,1290,"Arts & Letters",1,1,3.268
9745,6,4,"F",1,0,2.85,1060,"Math & Science",0,0,NA
9746,3,3,"M",0,1,2.86,980,"Arts & Letters",0,0,NA
9747,5,4,"F",0,0,4.37,830,"Arts & Letters",0,0,NA
9748,6,6,"F",1,0,3.85,1110,"Arts & Letters",1,1,3.597
9749,4,4,"F",1,0,3.55,900,"Arts & Letters",0,0,NA
9750,5,7,"F",0,0,3.64,1190,"Business & Economics",1,1,3.232
9751,6,5,"M",1,0,3.36,1240,"Business & Economics",0,0,NA
9752,3,3,"F",0,0,2.9,740,"Arts & Letters",0,0,NA
9753,2,2,"F",0,1,3.79,880,"Business & Economics",0,0,NA
9754,7,7,"F",1,0,3.39,980,"Arts & Letters",0,0,NA
9755,6,4,"F",1,0,4.05,1180,"Math & Science",0,0,NA
9756,7,6,"M",1,0,3,1410,"Business & Economics",0,0,NA
9757,7,7,"F",1,0,3.71,1280,"Arts & Letters",1,0,NA
9758,6,6,"M",1,0,3.45,960,"Arts & Letters",0,0,NA
9759,5,5,"F",1,0,3.8,1340,"Math & Science",0,0,NA
9760,7,7,"F",0,0,3.64,1170,"Business & Economics",1,0,NA
9761,3,3,"F",1,0,4.06,1090,"Arts & Letters",0,0,NA
9762,3,3,"M",1,0,3.42,980,"Math & Science",0,0,NA
9763,6,4,"M",1,0,3.7,1160,"Business & Economics",0,0,NA
9764,1,3,"M",0,0,2.89,880,"Math & Science",0,0,NA
9765,3,4,"F",1,0,3.44,960,"Arts & Letters",0,0,NA
9766,7,7,"F",0,0,3.27,1140,"Business & Economics",0,0,NA
9767,6,6,"F",1,0,3.12,960,"Math & Science",0,0,NA
9768,6,5,"M",1,0,2.39,1270,"Business & Economics",0,0,NA
9769,6,6,"F",1,0,3.27,980,"Math & Science",0,0,NA
9770,6,5,"F",1,0,3.92,1400,"Math & Science",1,0,NA
9771,2,5,"M",0,1,3.38,1290,"Arts & Letters",1,0,NA
9772,7,7,"M",0,0,3.81,1170,"Math & Science",1,0,NA
9773,7,7,"F",0,0,3.29,1080,"Math & Science",0,0,NA
9774,6,6,"M",1,0,3.38,1060,"Business & Economics",1,1,2.675
9775,5,5,"F",0,1,3.14,1010,"Arts & Letters",0,0,NA
9776,6,6,"M",0,0,3.5,1190,"Arts & Letters",0,0,NA
9777,7,7,"M",1,0,3.54,1360,"Math & Science",0,0,NA
9778,6,3,"F",0,0,3.32,1070,"Business & Economics",0,0,NA
9779,4,6,"F",1,0,4.14,1110,"Arts & Letters",1,0,NA
9780,6,4,"M",0,1,3.35,1260,"Math & Science",0,0,NA
9781,3,3,"F",0,1,3.64,1040,"Business & Economics",1,0,NA
9782,6,4,"M",1,0,4.32,1550,"Math & Science",1,0,NA
9783,1,1,"F",0,1,3.55,1230,"Math & Science",1,0,NA
9784,7,7,"F",0,0,3.8,1220,"Math & Science",0,0,NA
9785,4,6,"F",1,0,3.64,1320,"Math & Science",1,1,3.246
9786,7,7,"M",0,0,3.77,1320,"Math & Science",0,0,NA
9787,3,4,"F",0,1,3.75,1160,"Math & Science",0,0,NA
9788,6,7,"F",0,1,3.91,1140,"Arts & Letters",1,0,NA
9789,6,7,"M",1,0,3.12,980,"Business & Economics",0,0,NA
9790,6,6,"F",0,1,3.92,1070,"Math & Science",0,0,NA
9791,7,6,"M",0,1,3.75,1100,"Math & Science",0,0,NA
9792,4,4,"M",1,0,3.95,1080,"Arts & Letters",0,0,NA
9793,5,5,"F",0,1,3.79,1280,"Business & Economics",1,0,NA
9794,3,4,"M",0,1,3.26,1100,"Math & Science",0,0,NA
9795,6,2,"M",0,1,4.29,1440,"Math & Science",1,0,NA
9796,6,3,"F",0,1,4.1,1240,"Math & Science",0,0,NA
9797,6,6,"F",1,0,4.06,1420,"Arts & Letters",1,1,3.376
9798,4,7,"M",0,0,3.55,920,"Math & Science",0,0,NA
9799,6,3,"M",0,1,2.61,1230,"Business & Economics",0,0,NA
9800,6,6,"F",1,0,3.93,1460,"Math & Science",1,0,NA
9801,7,6,"F",0,1,4.11,1360,"Arts & Letters",1,0,NA
9802,6,6,"F",0,1,4,1070,"Math & Science",0,0,NA
9803,7,7,"F",0,1,3.74,1420,"Business & Economics",1,0,NA
9804,7,7,"F",0,1,3.83,1410,"Arts & Letters",0,0,NA
9805,6,6,"F",0,1,3.59,1310,"Business & Economics",0,0,NA
9806,7,7,"F",0,1,3.59,1200,"Business & Economics",0,0,NA
9807,6,6,"M",1,0,4,1440,"Arts & Letters",1,0,NA
9808,6,6,"F",1,0,3.65,1220,"Business & Economics",1,0,NA
9809,6,7,"F",1,0,3.76,1340,"Arts & Letters",1,0,NA
9810,7,7,"F",1,0,3.65,1250,"Math & Science",0,0,NA
9811,4,3,"F",0,0,2.65,1040,"Math & Science",0,0,NA
9812,7,7,"M",0,1,3.46,1280,"Math & Science",0,0,NA
9813,3,3,"F",0,1,3.41,1100,"Math & Science",0,0,NA
9814,3,6,"M",1,0,3.37,1190,"Business & Economics",0,0,NA
9815,7,6,"F",1,0,4.27,1310,"Math & Science",1,0,NA
9816,7,7,"F",1,0,3.74,1290,"Arts & Letters",1,1,3.638
9817,7,6,"M",1,0,4.1,1220,"Business & Economics",1,0,NA
9818,6,5,"F",0,1,3.38,1190,"Business & Economics",0,0,NA
9819,3,3,"M",0,0,3.22,780,"Math & Science",0,0,NA
9820,4,4,"F",0,0,4.21,1320,"Math & Science",1,1,3.453
9821,6,6,"F",1,0,4.19,1490,"Business & Economics",1,0,NA
9822,7,6,"F",0,1,3.71,1170,"Arts & Letters",0,0,NA
9823,7,6,"M",1,0,3.95,1290,"Arts & Letters",1,0,NA
9824,6,6,"F",1,0,4.08,1410,"Arts & Letters",1,0,NA
9825,7,7,"F",1,0,3.57,1350,"Arts & Letters",1,1,3.4
9826,7,6,"M",1,0,2.74,1210,"Arts & Letters",0,0,NA
9827,1,1,"F",0,0,4.17,1160,"Arts & Letters",1,0,NA
9828,4,4,"F",1,0,2.88,1100,"Arts & Letters",0,0,NA
9829,6,4,"F",0,1,4.08,1410,"Math & Science",1,0,NA
9830,6,7,"F",1,0,3.2,1100,"Arts & Letters",0,0,NA
9831,7,3,"M",0,1,3.42,1040,"Business & Economics",0,0,NA
9832,5,4,"F",0,0,2.73,1150,"Math & Science",0,0,NA
9833,2,2,"M",1,0,2.95,960,"Business & Economics",0,0,NA
9834,7,7,"F",1,0,3.71,1000,"Math & Science",0,0,NA
9835,7,7,"M",0,0,3.36,1190,"Business & Economics",0,0,NA
9836,6,7,"F",0,1,2.79,1160,"Math & Science",0,0,NA
9837,6,6,"M",1,0,3.86,1260,"Math & Science",0,0,NA
9838,6,6,"F",1,0,3.95,1190,"Arts & Letters",1,0,NA
9839,4,4,"F",1,0,3.4,1070,"Math & Science",0,0,NA
9840,6,6,"F",0,1,3.52,1440,"Business & Economics",1,0,NA
