"Applicant","Edu_Parent1","Edu_Parent2","Sex","White","Asian","HSGPA","SAT_ACT","College","Admitted","Enrolled","College_GPA","Admit_Tree_Pred","Admit_Tree_Prob","Enrolled_Factor","Enroll_Tree_Pred","Enroll_Tree_Prob"
15018,7,6,"M","1","0",4.15,1340,"Business & Economics","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
15025,7,7,"M","0","1",4.08,1390,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15033,3,5,"F","0","0",3.45,1090,"Business & Economics","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
15035,7,3,"M","1","0",4,1220,"Business & Economics","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
15036,3,4,"F","0","0",3.58,1110,"Arts & Letters","1","1",2.784,1,0.855172413793103,"1","1",1
15042,7,6,"M","1","0",3.77,1120,"Business & Economics","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
15044,2,1,"M","0","1",3.91,960,"Math & Science","1","0",NA,1,0.793939393939394,"0","0",0.173497267759563
15051,3,3,"M","0","0",4.04,1240,"Arts & Letters","1","0",NA,1,0.652777777777778,"0","0",0.00160901045856798
15052,1,1,"F","0","0",4.5,1460,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15055,4,2,"M","0","1",3.45,1290,"Business & Economics","1","0",NA,0,0.156017830609212,"0","0",0.00160901045856798
15059,6,6,"F","1","0",3.71,1270,"Business & Economics","1","1",3.476,1,0.855172413793103,"1","1",1
15063,7,3,"F","1","0",3.96,1350,"Arts & Letters","1","1",3.626,1,0.896933560477002,"1","0",0.123106060606061
15064,5,5,"M","0","0",4.15,1300,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
15071,1,1,"F","0","0",4.15,790,"Business & Economics","1","0",NA,0,0.320754716981132,"0","0",0.00160901045856798
15076,7,6,"F","1","0",3.86,1350,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15082,3,4,"M","1","0",4,1440,"Arts & Letters","1","1",3.689,1,0.896933560477002,"1","0",0.123106060606061
15083,7,7,"M","1","0",4.18,1330,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
15084,4,5,"F","1","0",3.57,1150,"Business & Economics","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
15085,3,3,"F","0","1",3.65,1060,"Math & Science","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
15086,7,6,"F","0","0",3.95,1320,"Arts & Letters","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
15087,4,6,"M","1","0",4.1,1420,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15097,7,4,"M","1","0",3.59,1360,"Math & Science","1","0",NA,0,0.26978417266187,"0","0",0.00160901045856798
15105,6,6,"F","1","0",3.68,1340,"Math & Science","1","0",NA,0,0.26978417266187,"0","0",0.00160901045856798
15106,4,3,"M","1","0",4.27,1330,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
15112,7,7,"F","1","0",3.79,1260,"Arts & Letters","1","0",NA,0,0.378048780487805,"0","0",0.00160901045856798
15115,1,1,"F","0","0",3.59,1150,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
15118,1,1,"M","0","1",3.79,1140,"Math & Science","1","0",NA,1,0.793939393939394,"0","0",0.173497267759563
15121,6,4,"M","1","0",3.83,1220,"Business & Economics","1","1",1.182,1,0.854901960784314,"1","1",1
15129,3,3,"F","0","0",3.91,1060,"Arts & Letters","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
15133,7,7,"F","1","0",3.82,1250,"Arts & Letters","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
15135,7,5,"F","0","1",4.23,1180,"Math & Science","1","0",NA,1,0.652777777777778,"0","0",0.00160901045856798
15137,4,6,"F","1","0",4.19,1340,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
15140,5,4,"F","1","0",4.05,1410,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15155,7,7,"F","0","0",4.12,1230,"Arts & Letters","1","0",NA,1,0.652777777777778,"0","0",0.00160901045856798
15159,6,3,"M","1","0",4,1350,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15165,2,3,"M","0","0",4.21,1120,"Math & Science","1","0",NA,0,0.393939393939394,"0","0",0.00160901045856798
15168,6,6,"M","1","0",4,1380,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15170,3,3,"M","1","0",4.12,1390,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15172,6,5,"M","1","0",4.09,1470,"Math & Science","1","1",3.204,1,0.896933560477002,"1","0",0.123106060606061
15174,6,5,"F","0","1",3.32,960,"Math & Science","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
15175,1,1,"F","0","1",3.54,1000,"Business & Economics","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
15181,6,6,"F","1","0",3.59,1450,"Business & Economics","1","0",NA,1,0.880952380952381,"0","0",0.123106060606061
15183,4,7,"M","1","0",3.79,1480,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15190,7,7,"F","1","0",4.27,1290,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
15193,3,3,"F","0","0",3.5,1350,"Business & Economics","1","0",NA,0,0.156017830609212,"0","0",0.00160901045856798
15197,6,7,"M","0","0",4.06,1220,"Math & Science","1","0",NA,1,0.652777777777778,"0","0",0.00160901045856798
15198,6,7,"M","0","1",3.69,1110,"Math & Science","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
15200,6,4,"M","1","0",3.91,1280,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
15202,4,4,"F","0","0",3.44,1130,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
15203,6,7,"M","0","1",4,1470,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15204,6,7,"M","0","1",4,1540,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15206,3,3,"M","0","0",4.06,1090,"Math & Science","1","0",NA,0,0.308370044052863,"0","0",0.00160901045856798
15208,7,7,"F","1","0",3.73,1320,"Math & Science","1","0",NA,0,0.336,"0","0",0.00160901045856798
15214,3,3,"F","0","1",3.73,1270,"Math & Science","1","0",NA,1,0.769230769230769,"0","0",0.173497267759563
15218,3,6,"F","0","1",3.96,1380,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15219,6,6,"F","1","0",4.3,1450,"Business & Economics","1","1",3.6,1,0.896933560477002,"1","0",0.123106060606061
15223,6,6,"F","0","1",3.45,1180,"Business & Economics","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
15224,7,6,"F","0","1",3.81,1490,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15225,7,5,"F","1","0",3.64,1310,"Math & Science","1","0",NA,0,0.26978417266187,"0","0",0.00160901045856798
15226,6,6,"F","0","0",4.05,1270,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
15227,7,6,"M","1","0",3.92,1270,"Arts & Letters","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
15228,4,5,"F","0","0",4.07,1270,"Math & Science","1","1",3.685,1,0.73936170212766,"1","0",0.173497267759563
15235,7,7,"M","1","0",4.08,1430,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15239,6,3,"M","0","1",3.96,1220,"Math & Science","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
15241,7,5,"M","0","1",2.88,1230,"Business & Economics","1","0",NA,0,0.05676072418855,"0","0",0
15242,4,4,"F","0","0",4,1360,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15249,5,3,"M","0","1",4.23,1350,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15253,2,4,"M","0","1",3.65,1320,"Business & Economics","1","0",NA,1,0.916666666666667,"0","0",0
15256,5,6,"M","0","1",3.82,1330,"Business & Economics","1","1",3.237,1,0.903225806451613,"1","1",1
15257,7,5,"F","1","0",4,1540,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15258,7,7,"F","1","0",3.07,1150,"Math & Science","1","1",3.161,1,0.84,"1","1",1
15259,6,7,"F","0","1",4.25,1230,"Math & Science","1","1",3.305,1,0.854901960784314,"1","1",1
15260,6,7,"F","1","0",4,1120,"Math & Science","1","1",2.97,1,0.854901960784314,"1","1",1
15262,6,4,"F","1","0",3.82,1120,"Arts & Letters","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
15269,6,6,"F","1","0",4.28,1510,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15271,4,3,"M","1","0",4.26,1300,"Business & Economics","1","1",3.912,1,0.73936170212766,"1","0",0.173497267759563
15273,7,7,"M","1","0",3.32,1490,"Business & Economics","1","0",NA,0,0.156017830609212,"0","0",0.00160901045856798
15275,7,7,"M","1","0",4.14,1480,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15278,3,2,"M","0","1",3.7,1290,"Arts & Letters","1","0",NA,1,0.769230769230769,"0","0",0.173497267759563
15287,7,6,"F","0","1",3.61,1560,"Arts & Letters","1","0",NA,1,0.764705882352941,"0","0",0.173497267759563
15290,7,4,"M","0","0",3.5,1190,"Business & Economics","1","1",2.466,1,0.855172413793103,"1","1",1
15293,1,1,"F","0","0",4.36,1060,"Business & Economics","1","0",NA,1,0.793939393939394,"0","0",0.173497267759563
15294,2,6,"M","0","0",3.73,990,"Arts & Letters","1","1",1.338,1,0.855172413793103,"1","1",1
15298,3,1,"F","0","0",4.11,1060,"Math & Science","1","0",NA,0,0.308370044052863,"0","0",0.00160901045856798
15300,3,5,"M","0","1",3.86,1290,"Business & Economics","1","0",NA,0,0.378048780487805,"0","0",0.00160901045856798
15305,7,4,"F","1","0",3.3,1270,"Arts & Letters","1","0",NA,0,0.156017830609212,"0","0",0.00160901045856798
15306,7,7,"M","1","0",3.74,1270,"Business & Economics","1","1",2.72,1,0.855172413793103,"1","1",1
15307,7,4,"F","1","0",4.12,1310,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
15310,6,6,"F","1","0",3.81,1260,"Arts & Letters","1","0",NA,0,0.378048780487805,"0","0",0.00160901045856798
15312,7,7,"M","1","0",3.76,1380,"Arts & Letters","1","0",NA,0,0.336,"0","0",0.00160901045856798
15316,6,6,"M","1","0",3.22,1200,"Business & Economics","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
15321,7,7,"F","0","0",3.58,1340,"Arts & Letters","1","0",NA,0,0.26978417266187,"0","0",0.00160901045856798
15326,3,5,"M","1","0",4.4,1250,"Business & Economics","1","0",NA,1,0.717948717948718,"0","0",0.00160901045856798
15330,7,7,"F","0","0",3.96,990,"Arts & Letters","1","1",2.814,1,0.854901960784314,"1","1",1
15331,7,7,"M","1","0",3.58,1390,"Math & Science","1","0",NA,0,0.26978417266187,"0","0",0.00160901045856798
15335,1,1,"F","0","1",3.69,1330,"Math & Science","1","0",NA,1,0.916666666666667,"0","0",0
15338,6,3,"F","0","1",3.67,1150,"Math & Science","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
15341,6,5,"F","0","0",4.32,1330,"Arts & Letters","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
15343,3,3,"F","1","0",3.35,1180,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
15349,6,6,"F","0","1",4.09,1370,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15360,6,7,"F","0","1",3.42,1540,"Business & Economics","1","0",NA,0,0.156017830609212,"0","0",0.00160901045856798
15366,4,1,"M","0","0",3.74,1180,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
15367,7,7,"F","0","1",3.68,1170,"Business & Economics","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
15368,6,6,"F","0","0",3.65,1190,"Math & Science","1","1",2.993,1,0.855172413793103,"1","1",1
15371,6,6,"F","1","0",4,1100,"Arts & Letters","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
15382,3,3,"M","0","0",3.91,1250,"Math & Science","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
15384,1,1,"M","0","1",3.45,1160,"Business & Economics","1","1",2.212,1,0.855172413793103,"1","1",1
15386,7,7,"F","0","1",4.14,1400,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15389,3,3,"F","1","0",4.18,1370,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15396,6,3,"M","1","0",3.88,1030,"Business & Economics","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
15398,2,2,"M","0","1",3.38,1120,"Business & Economics","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
15401,7,7,"F","0","0",4.11,1260,"Arts & Letters","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
15402,7,6,"F","1","0",3.76,1370,"Arts & Letters","1","0",NA,0,0.336,"0","0",0.00160901045856798
15408,7,6,"F","0","1",3.88,1570,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15416,6,6,"M","1","0",4.14,1490,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15420,7,6,"M","1","0",3.45,1260,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
15423,1,1,"F","0","1",3.87,1170,"Business & Economics","1","1",2.725,1,0.854901960784314,"1","1",1
15424,4,6,"M","0","0",4.25,1300,"Business & Economics","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
15434,6,6,"F","1","0",4.32,1370,"Math & Science","1","1",3.859,1,0.896933560477002,"1","0",0.123106060606061
15442,3,3,"F","0","1",3.45,1090,"Math & Science","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
15449,4,7,"F","1","0",4.25,1420,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15453,7,6,"M","0","0",4.15,1360,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15459,6,6,"F","0","1",3.86,1140,"Math & Science","1","1",3.75,1,0.854901960784314,"1","1",1
15463,3,4,"F","1","0",3.62,980,"Business & Economics","1","1",1.941,1,0.855172413793103,"1","1",1
15469,7,7,"M","0","1",3.71,1480,"Arts & Letters","1","0",NA,1,0.764705882352941,"0","0",0.173497267759563
15476,6,6,"M","0","1",3.56,1350,"Business & Economics","1","1",2.784,1,0.855172413793103,"1","1",1
15482,3,2,"M","0","0",3.4,1210,"Business & Economics","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
15484,3,3,"M","1","0",4.05,1190,"Arts & Letters","1","0",NA,1,0.652777777777778,"0","0",0.00160901045856798
15485,2,1,"M","0","1",3.42,1420,"Math & Science","1","0",NA,0,0.156017830609212,"0","0",0.00160901045856798
15488,6,3,"F","1","0",4.31,1390,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15493,7,4,"M","1","0",3.46,1210,"Business & Economics","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
15495,4,4,"F","0","1",3.58,1120,"Arts & Letters","1","1",3.028,1,0.855172413793103,"1","1",1
15503,4,7,"M","0","0",4.15,1460,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15506,1,1,"F","0","0",4.17,1050,"Arts & Letters","1","0",NA,1,0.793939393939394,"0","0",0.173497267759563
15507,6,6,"F","0","0",3.37,1100,"Arts & Letters","1","1",2.734,1,0.855172413793103,"1","1",1
15519,7,6,"M","1","0",3.86,1230,"Business & Economics","1","1",3.748,1,0.854901960784314,"1","1",1
15522,6,6,"F","1","0",3.75,1170,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
15524,3,4,"F","0","1",4.17,1330,"Business & Economics","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
15525,7,7,"F","1","0",3.95,1510,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15526,3,3,"F","0","0",3.41,1310,"Arts & Letters","1","0",NA,0,0.156017830609212,"0","0",0.00160901045856798
15532,7,7,"M","1","0",3.91,1550,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15533,6,6,"M","0","1",3.35,1440,"Math & Science","1","0",NA,0,0.156017830609212,"0","0",0.00160901045856798
15535,5,4,"M","0","0",4.36,1370,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15537,7,7,"F","1","0",3.96,1370,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15543,6,6,"M","0","0",3.48,1410,"Arts & Letters","1","0",NA,0,0.156017830609212,"0","0",0.00160901045856798
15553,7,6,"F","0","1",3.79,1360,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15558,6,6,"M","1","0",3.91,1410,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15560,7,4,"F","1","0",4.08,1350,"Arts & Letters","1","1",3.374,1,0.896933560477002,"1","0",0.123106060606061
15561,3,3,"F","0","0",4.08,1100,"Business & Economics","1","1",2.977,1,0.854901960784314,"1","1",1
15564,7,6,"M","0","0",3.11,1340,"Arts & Letters","1","0",NA,0,0.156017830609212,"0","0",0
15574,4,4,"M","1","0",4.05,1250,"Math & Science","1","0",NA,1,0.652777777777778,"0","0",0.00160901045856798
15575,3,3,"M","1","0",4.05,1370,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15576,2,1,"F","0","1",4,1100,"Arts & Letters","1","0",NA,1,0.793939393939394,"0","0",0.173497267759563
15578,6,6,"M","1","0",3.86,1180,"Business & Economics","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
15580,6,6,"F","1","0",3.55,1430,"Arts & Letters","1","0",NA,0,0.227272727272727,"0","0",0.00160901045856798
15581,6,6,"M","1","0",3.77,1200,"Business & Economics","1","1",2.806,1,0.855172413793103,"1","1",1
15583,1,1,"F","0","0",3.54,1220,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
15590,6,4,"M","1","0",3.95,1370,"Business & Economics","1","1",2.472,1,0.896933560477002,"1","0",0.123106060606061
15597,3,4,"M","1","0",3.88,1150,"Math & Science","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
15601,7,2,"F","0","1",3.91,1380,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15608,6,4,"M","1","0",3.57,1280,"Math & Science","1","1",3.25,1,0.855172413793103,"1","1",1
15612,3,3,"M","1","0",4.05,1390,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15613,6,6,"M","1","0",4.04,1440,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15616,5,6,"M","0","1",3.95,1300,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
15619,4,6,"F","1","0",4.32,1470,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15620,4,5,"F","1","0",4.09,1230,"Arts & Letters","1","0",NA,1,0.652777777777778,"0","0",0.00160901045856798
15635,7,7,"M","1","0",4.15,1340,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
15641,7,7,"F","1","0",4.36,1580,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15659,7,6,"M","0","1",3.31,1360,"Arts & Letters","1","0",NA,0,0.156017830609212,"0","0",0.00160901045856798
15666,6,3,"M","1","0",4.05,1410,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15669,1,1,"F","0","1",4.14,910,"Math & Science","1","1",2.681,1,0.854901960784314,"1","1",1
15670,2,2,"M","0","1",4.14,1270,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
15671,6,6,"M","0","0",3.5,1120,"Business & Economics","1","1",2.108,1,0.855172413793103,"1","1",1
15672,7,7,"F","1","0",4.17,1490,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15677,6,4,"M","0","0",3.55,1260,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
15680,2,3,"F","0","0",3.77,940,"Math & Science","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
15683,7,6,"F","1","0",3.71,1150,"Arts & Letters","1","1",3.188,1,0.855172413793103,"1","1",1
15686,6,5,"M","0","0",4.12,1070,"Business & Economics","1","0",NA,0,0.308370044052863,"0","0",0.00160901045856798
15687,7,7,"M","0","0",3.8,1340,"Business & Economics","1","0",NA,0,0.378048780487805,"0","0",0.00160901045856798
15691,5,6,"M","0","0",4,1280,"Business & Economics","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
15692,4,2,"F","0","0",3.54,1310,"Arts & Letters","1","0",NA,0,0.26978417266187,"0","0",0.00160901045856798
15697,7,6,"M","0","0",3.64,1350,"Arts & Letters","1","0",NA,0,0.26978417266187,"0","0",0.00160901045856798
15699,7,4,"M","0","0",4.33,1440,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15704,4,4,"M","1","0",3.56,1310,"Business & Economics","1","0",NA,0,0.26978417266187,"0","0",0.00160901045856798
15708,4,4,"F","1","0",4,1090,"Math & Science","1","1",3.076,1,0.854901960784314,"1","1",1
15711,5,6,"M","1","0",4.05,1150,"Math & Science","1","1",3.22,1,0.854901960784314,"1","1",1
15712,6,4,"F","1","0",3.86,1440,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15719,7,6,"F","1","0",3.39,1380,"Math & Science","1","0",NA,0,0.156017830609212,"0","0",0.00160901045856798
15722,3,3,"F","0","1",3.81,1230,"Business & Economics","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
15728,6,6,"F","1","0",3.6,1280,"Arts & Letters","1","0",NA,0,0.26978417266187,"0","0",0.00160901045856798
15731,1,4,"F","0","0",3.58,1310,"Arts & Letters","1","0",NA,1,0.916666666666667,"0","0",0
15735,7,7,"M","0","0",3.13,1210,"Math & Science","1","1",3.522,1,0.84,"1","1",1
15737,4,4,"M","0","0",4.09,1040,"Math & Science","1","1",2.352,1,0.854901960784314,"1","1",1
15744,1,3,"F","0","0",3.91,1170,"Arts & Letters","1","0",NA,0,0.393939393939394,"0","0",0.00160901045856798
15747,7,5,"F","1","0",4.21,1370,"Arts & Letters","1","1",3.719,1,0.896933560477002,"1","0",0.123106060606061
15748,5,6,"F","0","1",4.4,1300,"Business & Economics","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
15750,2,2,"M","0","1",3.96,1060,"Math & Science","1","0",NA,1,0.793939393939394,"0","0",0.173497267759563
15755,7,6,"F","1","0",4.09,1070,"Arts & Letters","1","0",NA,0,0.308370044052863,"0","0",0.00160901045856798
15756,7,6,"F","1","0",4.25,1360,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15761,6,6,"F","1","0",3.88,1190,"Business & Economics","1","1",3.094,1,0.854901960784314,"1","1",1
15765,7,6,"F","1","0",3.95,1340,"Arts & Letters","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
15767,7,7,"M","1","0",4.25,1260,"Arts & Letters","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
15771,7,6,"M","0","0",3.45,1270,"Business & Economics","1","1",2.649,1,0.855172413793103,"1","1",1
15778,6,6,"F","0","1",3.95,1380,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15781,7,7,"F","0","0",4,1390,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15789,7,5,"M","0","1",4.09,1420,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15791,7,4,"F","1","0",4.15,1110,"Math & Science","1","1",1.72,1,0.854901960784314,"1","1",1
15796,4,4,"F","0","0",4.35,1320,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
15801,7,6,"M","1","0",4.31,1550,"Math & Science","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15808,3,4,"F","1","0",4.35,1340,"Arts & Letters","1","1",3.361,1,0.73936170212766,"1","0",0.173497267759563
15812,6,2,"M","1","0",4,1330,"Math & Science","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
15813,7,6,"F","1","0",4.36,1290,"Arts & Letters","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
15823,7,6,"F","1","0",3.95,1310,"Business & Economics","1","0",NA,1,0.73936170212766,"0","0",0.173497267759563
15825,2,4,"M","1","0",3.81,1340,"Business & Economics","1","1",3.074,1,0.903225806451613,"1","1",1
15826,4,6,"F","1","0",3.38,1240,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
15833,4,3,"F","0","0",3.77,1190,"Math & Science","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
15837,6,4,"M","0","0",4.04,1330,"Math & Science","1","1",3.38,1,0.73936170212766,"1","0",0.173497267759563
15840,6,7,"F","1","0",3.75,1460,"Math & Science","1","0",NA,1,0.764705882352941,"0","0",0.173497267759563
15847,2,1,"M","0","1",3.38,1250,"Math & Science","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
15851,1,3,"F","0","1",3.96,1190,"Math & Science","1","0",NA,0,0.393939393939394,"0","0",0.00160901045856798
15855,7,7,"M","1","0",3.68,1290,"Arts & Letters","1","0",NA,0,0.26978417266187,"0","0",0.00160901045856798
15865,7,7,"F","1","0",4.24,1400,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15875,3,7,"M","1","0",4.08,1160,"Arts & Letters","1","0",NA,1,0.652777777777778,"0","0",0.00160901045856798
15876,6,7,"M","0","0",3.95,1230,"Business & Economics","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
15879,1,1,"F","0","0",3.89,1130,"Math & Science","1","0",NA,1,0.793939393939394,"0","0",0.173497267759563
15881,3,3,"F","0","0",3.65,1320,"Business & Economics","1","0",NA,0,0.26978417266187,"0","0",0.00160901045856798
15882,7,7,"M","1","0",3.71,1340,"Arts & Letters","1","0",NA,0,0.336,"0","0",0.00160901045856798
15883,6,3,"F","1","0",4.18,1490,"Arts & Letters","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15887,6,5,"F","0","0",3.88,1240,"Arts & Letters","1","0",NA,0,0.245187436676798,"0","0",0.00160901045856798
15897,7,7,"F","0","0",3.62,1310,"Math & Science","1","0",NA,0,0.26978417266187,"0","0",0.00160901045856798
15898,2,1,"M","0","1",4.08,1000,"Math & Science","1","0",NA,1,0.793939393939394,"0","0",0.173497267759563
15902,7,4,"M","1","0",3.79,1400,"Business & Economics","1","0",NA,1,0.896933560477002,"0","0",0.123106060606061
15903,6,5,"F","0","1",3.96,1370,"Business & Economics","1","1",3.555,1,0.896933560477002,"1","0",0.123106060606061
15914,7,7,"M","1","0",4,1120,"Business & Economics","1","1",2.647,1,0.854901960784314,"1","1",1
15926,2,4,"F","0","0",3.86,900,"Business & Economics","1","1",2.802,1,0.854901960784314,"1","1",1
15927,1,1,"F","0","0",4.2,1200,"Business & Economics","1","0",NA,1,0.793939393939394,"0","0",0.173497267759563
15929,7,5,"F","1","0",4.04,1030,"Arts & Letters","1","0",NA,0,0.308370044052863,"0","0",0.00160901045856798
15931,2,2,"M","1","0",3.32,1180,"Arts & Letters","1","0",NA,0,0.05676072418855,"0","0",0.00160901045856798
